submission_id,submission_date,gender,age,geography,financial_situation,education,employment_status,submission_state,are_there_children_0_to_2_yrs_out_of_educational_system,were_children_3_to_17_yrs_enrolled_and_did_not_return_to_school,are_there_children_who_stopped_enrolling_in_primary_education,are_there_children_who_stopped_enrolling_in_secondary_education,are_children_attending_face_to_face_classes,can_children_observe_deterioration_of_basic_services_of_school,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_teachers_at_scheduled_class_hours,are_children_3_to_17_yrs_dealing_with_irregular_school_activity,are_children_being_teached_by_unqualified_people,did_teachers_leave_the_educational_system,do_school_and_the_teachers_have_internet_connection,do_children_have_internet_connection,do_children_3_to_17_yrs_miss_virtual_class_due_to_lack_of_electricity,does_home_shows_severe_deficit_of_electricity,does_home_shows_severe_deficit_of_internet,do_children_3_to_17_yrs_miss_class_or_in_lower_grade,are_children_promoted_with_a_modality_different_from_formal_evaluation
5.68E+15,2021/3/14,1,2,0,5,University or college degree completed,None of the above,3.04,0,0,0,0,0,0,5,There are not enough,0,0,0,0,0,0,0,0,0,0
5.51E+15,2021/4/3,1,1,1,2,Some technical education (e.g polytechnic school),"I work full-time, either as an employee or self-employed",3.04,1,1,1,0,0,1,5,There are not enough,1,0,1,0,0,0,0,1,0,0
4.86E+15,2021/3/14,0,2,2,0,Some secondary school / high school,"I work part-time, either as an employee or self-employed",3.04,0,0,0,0,0,0,5,There are not enough,0,0,0,0,0,0,1,0,0,0
4.60E+15,2021/4/15,1,1,1,5,Some secondary school / high school,"I do housework, fulfilling domestic tasks, looking after children",3.04,1,0,0,0,1,1,0,There are not enough,0,1,0,1,0,1,1,1,1,0
5.59E+15,2021/9/27,1,1,1,1,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",3.04,0,0,0,0,1,1,5,There are not enough,1,1,1,0,0,1,1,1,0,1
6.05E+15,2021/7/21,0,1,1,0,Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",3.04,0,1,0,0,0,1,4,There are not enough,1,0,1,0,0,1,0,1,0,1
5.92E+15,2021/9/27,1,2,2,2,Some university or college,I am a student and I work part-time,3.04,0,1,0,0,0,1,5,There are not enough,1,0,1,1,1,1,0,0,1,1
5.02E+15,2021/3/13,0,3,0,5,Secondary school/ high school completed,I am retired,3.04,0,1,0,1,0,1,5,There are not enough,1,0,1,1,0,1,1,1,1,1
6.21E+15,2021/4/1,1,2,0,5,University or college degree completed,"I work full-time, either as an employee or self-employed",3.04,0,1,0,0,0,1,1,There are not enough,1,1,1,0,0,1,0,1,1,1
4.56E+15,2021/4/1,0,0,2,1,Some university or college,I am a student,3.04,0,0,0,0,0,1,5,There are not enough,1,0,0,1,1,0,0,1,0,1
6.56E+15,2021/4/2,0,1,0,5,Some technical education (e.g polytechnic school),I am a student and I work part-time,3.04,0,1,0,1,0,0,5,There are not enough,1,0,1,1,0,0,0,1,1,0
6.27E+15,2021/3/13,1,0,2,1,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",3.04,0,0,0,0,0,1,5,There are not enough,1,1,1,0,1,1,0,0,0,1
6.20E+15,2021/3/16,0,1,0,0,Some technical education (e.g polytechnic school),"I work full-time, either as an employee or self-employed",3.04,0,0,0,0,0,1,0,There are not enough,1,0,0,0,0,1,0,1,0,0
4.66E+15,2021/9/27,0,0,0,5,Secondary school/ high school completed,I am a student,3.04,0,0,0,0,0,1,5,There are not enough,1,1,1,0,0,1,0,1,1,0
5.85E+15,2021/3/13,1,3,2,5,Primary school completed,I am unemployed,3.04,0,1,0,1,0,1,5,There are not enough,1,0,1,1,1,1,0,1,0,0
6.26E+15,2021/3/13,0,1,0,5,Some university or college,I am a student and I work part-time,3.04,0,1,0,0,0,1,5,There are not enough,1,1,1,0,1,1,1,1,1,1
5.73E+15,2021/9/27,0,1,0,4,University or college degree completed,"I work full-time, either as an employee or self-employed",3.04,0,0,0,0,1,1,0,There are not enough,1,0,1,1,1,0,0,0,0,0
6.48E+15,2021/3/14,0,0,1,1,Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",3.04,1,1,0,0,0,1,5,There are not enough,1,1,1,0,1,1,1,1,1,1
5.51E+15,2021/3/15,0,1,1,5,Secondary school/ high school completed,I am a student and I work part-time,3.04,0,0,0,0,1,1,5,There are not enough,1,1,1,1,0,1,0,1,0,1
6.48E+15,2021/3/24,0,3,0,0,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",3.04,0,1,0,0,0,1,5,There are not enough,1,0,1,1,1,0,0,0,0,1
4.88E+15,2021/3/31,1,0,1,1,Secondary school/ high school completed,I am a student,3.04,0,1,1,1,1,0,1,There are not enough,1,1,1,1,0,1,1,1,1,1
6.01E+15,2021/3/13,1,1,2,5,Some technical education (e.g polytechnic school),I am unemployed,3.04,0,1,0,0,0,1,5,There are not enough,1,1,0,1,1,0,0,0,0,0
4.91E+15,2021/9/27,1,1,2,1,University or college degree completed,"I work part-time, either as an employee or self-employed",3.04,0,0,0,0,0,1,5,There are not enough,1,0,1,0,0,0,0,1,0,1
5.83E+15,2021/3/13,1,2,2,1,Secondary school/ high school completed,I am unemployed,2.61,1,1,0,0,0,1,5,There are not enough,1,0,0,0,0,0,0,0,0,1
4.98E+15,2021/3/16,1,2,0,4,University or college degree completed,"I work part-time, either as an employee or self-employed",2.61,0,1,0,0,0,1,5,There are not enough,1,1,1,0,0,1,0,1,0,1
6.10E+15,2021/3/15,1,3,2,5,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",2.61,0,1,1,1,0,1,5,There are not enough,1,1,1,0,0,1,1,1,1,1
6.40E+15,2021/3/14,0,1,0,2,Post-graduate education,"I do housework, fulfilling domestic tasks, looking after children",2.61,1,1,1,1,1,1,0,There are not enough,0,1,1,0,1,1,1,1,1,1
5.67E+15,2021/3/17,1,0,1,1,Some secondary school / high school,I am a student,2.61,0,1,1,0,0,1,5,There are not enough,1,0,0,0,1,0,1,1,0,0
6.31E+15,2021/3/29,0,2,1,1,Some secondary school / high school,I am unemployed,2.61,0,1,0,0,0,1,5,There are not enough,1,0,1,0,0,0,1,1,0,0
6.40E+15,2021/3/30,0,1,0,2,University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",2.61,1,1,0,1,1,1,5,There are not enough,1,1,1,1,1,1,0,0,0,0
5.09E+15,2021/3/31,1,4,2,0,Some secondary school / high school,I am a student,2.61,0,1,0,0,0,1,5,There are not enough,0,0,0,1,1,1,0,0,0,0
6.31E+15,2021/3/21,0,0,2,5,Some university or college,I am unemployed,2.61,0,1,0,0,0,1,5,There are not enough,1,1,1,0,0,1,1,1,0,1
5.45E+15,2021/3/19,1,1,2,1,Some university or college,I am unemployed,1.09,0,1,1,1,1,0,5,There are not enough,0,0,1,1,1,1,0,1,1,0
4.65E+15,2021/3/15,0,0,2,1,University or college degree completed,I am a student and I work part-time,5,0,1,0,0,0,1,5,There are not enough,1,0,1,0,1,1,0,0,0,1
5.76E+15,2021/3/26,1,4,1,5,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",2.61,1,0,1,0,1,1,0,There are not enough,1,0,1,1,0,1,0,1,1,1
5.77E+15,2021/3/20,1,3,2,5,Secondary school/ high school completed,I am unemployed,2.61,1,1,1,1,1,1,5,There are not enough,1,1,1,1,1,1,1,0,1,1
5.87E+15,2021/3/18,0,2,1,5,Some secondary school / high school,None of the above,2.61,0,0,0,0,0,0,5,There are not enough,1,0,0,1,1,1,0,0,0,0
5.52E+15,2021/4/1,1,0,1,5,Some technical education (e.g polytechnic school),I am unemployed,1.3,1,1,1,1,1,1,5,There are not enough,1,1,1,1,1,1,0,1,1,1
6.36E+15,2021/3/13,0,0,1,1,Secondary school/ high school completed,I am unemployed,1.3,0,0,0,0,0,1,5,There are not enough,0,0,1,0,0,1,0,1,0,1
6.09E+15,2021/3/16,1,1,2,0,Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",3.04,1,0,0,0,0,1,5,There are not enough,1,1,1,0,1,1,0,1,0,1
6.57E+15,2021/3/13,0,3,2,0,Post-graduate education,"I work full-time, either as an employee or self-employed",3.04,0,0,0,0,0,1,5,There are not enough,1,0,1,0,1,0,0,0,0,0
6.35E+15,2021/3/27,0,1,0,2,Technical school diploma or degree completed,"I do housework, fulfilling domestic tasks, looking after children",3.04,0,1,1,1,0,1,5,There are not enough,1,1,1,0,0,0,0,0,0,0
6.71E+15,2021/3/13,1,3,2,0,University or college degree completed,"I work part-time, either as an employee or self-employed",3.04,0,0,0,0,1,0,5,There are not enough,1,0,1,1,1,1,0,0,0,1
5.24E+15,2021/4/2,0,2,0,0,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",3.04,0,0,0,0,0,0,5,There are not enough,0,0,0,1,1,0,0,1,0,0
4.60E+15,2021/3/14,1,0,0,1,Some university or college,I am a student,3.04,0,1,0,0,0,1,5,There are not enough,1,1,1,0,0,0,0,1,0,1
4.70E+15,2021/4/2,0,2,2,5,Some university or college,I am unemployed,3.04,0,1,0,0,0,1,5,There are not enough,1,0,1,0,0,0,0,1,1,1
5.95E+15,2021/3/17,0,2,0,0,Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",3.04,0,1,0,0,0,1,5,There are not enough,1,1,1,0,1,0,0,0,0,1
4.54E+15,2021/3/13,1,2,0,2,Post-graduate education,"I work full-time, either as an employee or self-employed",3.04,0,0,0,0,0,1,5,There are not enough,1,1,1,0,0,1,1,1,1,1
4.76E+15,2021/3/31,1,3,0,1,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",3.04,0,1,0,0,0,1,5,There are not enough,1,0,1,1,1,1,0,0,0,0
5.25E+15,2021/3/14,1,2,2,2,Some technical education (e.g polytechnic school),I am unemployed,3.04,0,1,0,0,0,1,5,There are not enough,1,1,1,1,0,1,1,1,1,0
5.61E+15,2021/3/14,0,3,2,0,Post-graduate education,"I work full-time, either as an employee or self-employed",3.04,1,0,0,0,0,1,5,There are not enough,1,1,1,1,1,1,0,0,0,0
5.89E+15,2021/3/13,1,3,0,2,Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",3.04,0,1,0,0,1,0,5,There are not enough,0,0,0,1,1,1,0,1,0,1
5.72E+15,2021/3/19,0,0,0,1,Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",5,0,1,0,0,0,0,5,There are not enough,0,0,1,0,0,1,0,1,1,1
5.50E+15,2021/3/13,0,0,1,1,University or college degree completed,I am a student,5,0,1,1,1,0,1,5,There are not enough,1,1,1,1,1,1,1,1,0,1
4.84E+15,2021/3/13,0,3,2,1,Secondary school/ high school completed,I am retired,5,1,1,0,0,0,1,5,There are not enough,1,1,1,0,1,1,1,1,0,1
5.33E+15,2021/3/13,1,1,0,5,Some technical education (e.g polytechnic school),"I work full-time, either as an employee or self-employed",5,1,1,1,0,0,1,5,There are not enough,1,1,1,0,0,0,1,1,1,1
6.12E+15,2021/3/26,0,1,1,5,Secondary school/ high school completed,I am unemployed,5,0,0,0,0,0,1,5,There are not enough,0,0,1,0,1,0,1,0,1,1
4.61E+15,2021/3/14,0,1,1,1,Secondary school/ high school completed,I am unemployed,5,0,1,0,0,0,0,5,There are not enough,1,0,0,1,1,0,0,0,0,1
6.59E+15,2021/3/14,0,2,1,1,University or college degree completed,"I work full-time, either as an employee or self-employed",5,1,0,0,0,0,1,5,There are not enough,1,1,1,0,1,1,0,1,1,1
4.74E+15,2021/3/27,0,0,1,5,Secondary school/ high school completed,I am a student,5,0,0,0,0,0,1,5,There are not enough,1,0,0,1,1,1,1,1,1,0
6.14E+15,2021/3/26,1,2,2,5,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",1.96,0,1,0,1,0,0,5,There are not enough,1,1,1,0,0,0,1,1,1,1
4.74E+15,2021/3/15,0,0,2,4,Primary school completed,"I work full-time, either as an employee or self-employed",1.96,1,1,0,1,0,1,3,There are not enough,1,1,1,1,1,1,0,1,0,0
4.66E+15,2021/3/14,0,2,0,5,Primary school completed,I am unemployed,1.96,0,1,0,1,0,1,5,There are not enough,0,0,1,0,1,0,1,1,1,0
5.77E+15,2021/3/24,1,2,0,0,University or college degree completed,"I work part-time, either as an employee or self-employed",1.96,1,1,0,0,0,1,5,There are not enough,1,1,1,0,1,0,0,0,0,1
5.29E+15,2021/3/13,0,0,0,1,Some university or college,I am a student,1.96,0,1,0,1,1,1,0,There are not enough,1,1,1,1,1,1,1,1,1,1
4.76E+15,2021/3/18,0,0,1,5,Secondary school/ high school completed,I am a student,1.96,0,1,0,0,0,1,4,There are not enough,1,0,1,0,1,1,0,0,0,0
6.27E+15,2021/9/14,0,2,1,1,Some technical education (e.g polytechnic school),"I do housework, fulfilling domestic tasks, looking after children",1.96,0,0,0,0,0,0,5,There are not enough,0,1,1,0,0,0,0,0,0,0
6.29E+15,2021/3/17,0,3,2,5,University or college degree completed,"I work full-time, either as an employee or self-employed",5,0,1,0,0,0,1,5,There are not enough,1,1,1,0,0,0,0,0,0,0
6.34E+15,2021/3/13,1,2,0,2,University or college degree completed,None of the above,5,0,1,0,0,0,1,5,There are not enough,1,0,1,1,1,1,0,0,1,1
4.85E+15,2021/3/14,1,0,2,2,Secondary school/ high school completed,I am a student and I work part-time,4.13,0,0,0,0,0,1,5,There are not enough,1,0,1,1,1,1,0,0,1,0
4.91E+15,2021/3/15,0,3,2,0,Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",3.91,0,1,0,0,0,1,5,There are not enough,1,1,1,1,1,0,0,1,0,0
6.50E+15,2021/3/13,0,2,2,0,Some secondary school / high school,"I do housework, fulfilling domestic tasks, looking after children",3.91,0,1,0,0,1,1,5,There are not enough,1,1,1,0,1,0,0,0,0,0
4.53E+15,2021/3/13,0,2,2,5,University or college degree completed,"I work part-time, either as an employee or self-employed",3.91,0,0,0,0,0,1,5,There are not enough,1,0,1,0,0,1,0,1,0,0
6.07E+15,2021/3/14,0,1,0,1,Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",3.91,1,1,0,0,0,1,5,There are not enough,0,0,1,1,1,1,1,1,0,1
6.00E+15,2021/3/13,0,0,2,1,Secondary school/ high school completed,I am a student and I work part-time,4.13,0,0,0,0,0,1,5,There are not enough,1,1,1,0,0,1,1,1,0,1
5.48E+15,2021/3/18,0,2,2,1,Technical school diploma or degree completed,"I do housework, fulfilling domestic tasks, looking after children",4.13,0,0,0,0,0,1,5,There are not enough,0,1,1,0,1,0,0,0,0,1
5.74E+15,2021/3/13,0,2,2,0,Post-graduate education,I am unemployed,4.13,0,1,1,0,0,1,5,There are not enough,1,1,1,0,1,1,0,0,1,1
5.85E+15,2021/3/12,1,0,0,0,Some university or college,I am a student and I work part-time,3.91,1,1,0,1,0,1,5,There are not enough,1,1,1,0,0,1,0,1,1,0
6.24E+15,2021/3/31,1,0,1,1,No formal education,I am unemployed,3.04,1,1,1,1,0,0,5,There are not enough,1,1,1,0,1,1,0,1,0,1
5.61E+15,2021/3/13,1,3,0,0,Post-graduate education,"I work full-time, either as an employee or self-employed",4.13,0,1,0,0,0,1,5,There are not enough,1,0,1,0,1,1,1,1,0,1
5.45E+15,2021/3/31,1,2,2,5,Some technical education (e.g polytechnic school),I am unemployed,4.13,1,0,1,0,0,1,5,There are not enough,1,1,1,0,1,1,1,0,1,1
6.60E+15,2021/3/19,0,2,2,5,University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",2.61,0,1,1,0,0,1,5,There are not enough,1,1,1,0,0,1,1,1,0,1
5.50E+15,2021/3/25,1,0,2,2,Secondary school/ high school completed,I am a student and I work part-time,3.91,1,1,0,0,1,1,2,There are not enough,0,1,1,0,0,1,0,1,1,0
5.48E+15,2021/3/13,1,3,2,0,Secondary school/ high school completed,I am unemployed,2.61,0,1,0,0,0,1,5,There are not enough,1,1,1,1,1,1,1,0,1,1
4.53E+15,2021/9/27,1,3,0,5,Technical school diploma or degree completed,I am unemployed,2.61,1,1,1,0,0,1,5,There are not enough,1,1,1,0,0,1,0,1,0,1
4.83E+15,2021/4/2,1,3,0,0,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",2.61,0,0,1,0,0,1,5,There are not enough,1,0,1,1,0,0,0,0,0,1
5.53E+15,2021/3/21,1,1,0,1,Some university or college,I am a student,2.61,0,1,1,1,0,1,5,There are not enough,0,0,1,1,1,1,1,1,1,0
5.42E+15,2021/3/17,1,1,1,2,Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",2.61,1,0,0,1,0,1,5,There are not enough,1,1,1,0,0,1,1,1,1,1
4.74E+15,2021/3/13,1,2,2,5,University or college degree completed,I am unemployed,1.09,0,0,0,0,0,1,4,There are not enough,1,1,1,1,0,1,0,1,1,1
5.69E+15,2021/3/28,0,3,0,1,Some secondary school / high school,"I work full-time, either as an employee or self-employed",1.09,0,1,0,1,0,1,5,There are not enough,1,1,1,1,1,1,0,1,0,0
6.18E+15,2021/6/22,1,3,1,5,Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",1.09,0,1,1,0,0,1,5,There are not enough,1,0,1,1,1,1,1,0,0,0
6.60E+15,2021/3/28,0,0,2,5,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",1.09,0,0,0,0,0,0,5,There are not enough,1,1,0,1,1,1,1,1,0,0
5.56E+15,2021/3/14,1,1,2,0,University or college degree completed,"I work full-time, either as an employee or self-employed",4.13,0,1,0,0,0,0,4,There are not enough,0,1,1,0,1,1,0,0,0,0
5.45E+15,2021/9/27,0,2,1,1,Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",4.13,0,1,0,0,0,1,5,There are not enough,1,1,1,1,1,1,0,0,0,0
4.72E+15,2021/3/13,0,3,2,1,Technical school diploma or degree completed,I am unemployed,4.13,1,0,0,0,0,1,5,There are not enough,1,0,1,0,1,1,1,1,0,0
4.99E+15,2021/3/13,1,3,0,5,Primary school completed,I am retired,4.13,0,1,0,0,0,1,5,There are not enough,1,0,1,1,1,1,0,1,1,0
4.79E+15,2021/3/13,1,1,2,3,No formal education,"I work part-time, either as an employee or self-employed",4.13,0,0,0,0,0,1,5,There are not enough,1,1,1,0,0,1,1,1,1,1
4.91E+15,2021/4/3,1,0,1,2,Secondary school/ high school completed,I am a student and I work part-time,4.13,0,0,0,0,1,0,5,There are not enough,1,0,1,1,0,0,1,0,0,0
6.04E+15,2021/3/13,1,0,2,0,Some university or college,I am a student,4.13,1,1,0,1,0,1,5,There are not enough,1,0,1,0,1,1,1,0,0,1
6.71E+15,2021/3/13,1,2,0,1,University or college degree completed,"I work part-time, either as an employee or self-employed",4.13,0,0,0,0,0,1,5,There are not enough,1,0,1,1,1,1,0,0,0,0
5.68E+15,2021/3/14,0,2,2,0,Some university or college,"I work full-time, either as an employee or self-employed",4.13,1,1,0,0,0,1,5,There are not enough,0,0,1,1,1,0,0,0,0,0
5.25E+15,2021/3/13,1,2,0,2,Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",4.13,0,1,0,0,0,1,5,There are not enough,1,0,1,1,1,1,0,1,0,0
6.00E+15,2021/3/13,1,2,2,1,Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",4.13,0,1,0,0,0,1,5,There are not enough,0,1,1,0,1,1,1,1,1,1
4.95E+15,2021/3/13,0,3,2,5,Secondary school/ high school completed,I am unable to work due to long-term illness or disability,4.13,0,1,0,0,0,0,5,There are not enough,0,0,1,0,0,1,1,1,1,1
5.20E+15,2021/3/13,0,0,1,1,Secondary school/ high school completed,I am a student,4.13,0,0,0,0,0,1,5,There are not enough,1,1,1,0,1,0,1,1,0,0
5.75E+15,2021/3/13,0,1,1,1,Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",4.13,1,1,0,0,0,1,5,There are not enough,1,1,1,0,0,1,1,1,0,1
4.75E+15,2021/3/25,0,3,0,5,Secondary school/ high school completed,I am retired,4.13,1,1,0,0,0,1,5,There are not enough,1,0,0,1,1,1,0,0,1,0
6.60E+15,2021/3/15,1,3,2,3,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",4.13,0,1,0,0,0,1,5,There are not enough,1,0,1,0,1,1,1,0,0,0
5.92E+15,2021/3/23,0,1,2,5,Secondary school/ high school completed,I am unemployed,4.13,1,1,0,1,0,1,5,There are not enough,1,0,1,0,1,1,1,1,1,0
4.53E+15,2021/9/27,0,3,1,0,Some secondary school / high school,"I work part-time, either as an employee or self-employed",4.13,0,1,0,0,0,1,5,There are not enough,1,1,1,0,0,1,1,1,0,1
6.09E+15,2021/3/16,1,1,2,1,Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",4.13,1,1,0,0,0,1,5,There are not enough,1,0,1,0,1,1,0,0,0,1
5.60E+15,2021/3/13,0,2,1,5,Some secondary school / high school,"I work part-time, either as an employee or self-employed",4.13,1,0,0,0,0,1,5,There are not enough,1,0,1,0,0,1,1,1,1,1
6.34E+15,2021/3/14,1,0,1,5,Secondary school/ high school completed,I am a student and I work part-time,4.13,1,1,0,0,1,1,1,There are not enough,0,1,1,0,1,0,0,1,1,0
5.22E+15,2021/3/13,0,1,0,3,Some university or college,I am a student and I work part-time,4.13,0,1,0,0,0,1,5,There are not enough,1,0,1,0,1,1,1,1,0,0
4.70E+15,2021/3/22,1,2,0,0,Post-graduate education,I am unemployed,4.13,1,1,1,0,0,1,5,There are not enough,1,1,1,0,0,1,1,1,1,0
5.59E+15,2021/9/27,0,1,2,5,University or college degree completed,I am unemployed,4.13,1,0,0,0,0,1,5,There are not enough,1,1,1,1,1,1,1,1,1,1
6.33E+15,2021/3/13,0,3,2,0,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",4.13,1,1,0,0,0,1,5,There are not enough,1,1,1,0,0,1,0,1,0,0
5.69E+15,2021/3/13,1,2,2,0,University or college degree completed,"I work part-time, either as an employee or self-employed",4.13,0,0,0,0,0,1,5,There are not enough,1,0,1,1,1,1,1,1,0,1
5.81E+15,2021/3/13,1,1,2,1,Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",4.13,1,0,0,0,0,1,5,There are not enough,1,0,1,0,1,1,0,1,0,0
5.05E+15,2021/3/14,1,2,2,0,Technical school diploma or degree completed,I am unemployed,4.13,1,1,1,0,0,1,5,There are not enough,1,0,1,0,1,1,1,1,0,0
6.21E+15,2021/3/27,1,3,2,5,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",4.13,0,0,0,0,0,0,5,There are not enough,0,0,0,1,0,0,0,0,0,0
4.60E+15,2021/9/27,0,3,2,5,University or college degree completed,"I work part-time, either as an employee or self-employed",1.96,1,0,1,0,0,1,1,There are not enough,0,1,1,0,0,1,1,1,0,1
6.72E+15,2021/3/15,1,3,2,0,Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",1.96,0,0,0,0,0,1,5,There are not enough,1,0,0,0,0,0,0,1,0,1
5.17E+15,2021/3/14,0,3,0,5,Technical school diploma or degree completed,"I do housework, fulfilling domestic tasks, looking after children",1.96,0,1,0,0,0,1,5,There are not enough,0,0,1,0,0,1,0,1,0,1
5.94E+15,2021/3/13,0,3,0,1,Some secondary school / high school,I am retired,1.96,0,0,0,0,0,1,5,There are not enough,1,1,1,0,0,1,1,1,0,0
5.51E+15,2021/3/29,1,2,0,4,University or college degree completed,"I work full-time, either as an employee or self-employed",1.96,0,1,0,0,0,1,5,There are not enough,1,0,0,1,1,1,0,0,0,0
6.60E+15,2021/3/15,1,2,2,0,University or college degree completed,"I work full-time, either as an employee or self-employed",1.96,0,0,0,0,0,1,5,There are not enough,1,0,1,1,1,1,0,1,0,0
5.29E+15,2021/9/27,0,1,0,0,Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",1.96,1,1,0,0,0,1,5,There are not enough,0,0,0,0,1,0,0,1,0,0
6.70E+15,2021/3/21,1,2,0,0,Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",1.96,1,1,1,0,1,1,2,There are not enough,0,1,0,0,0,1,1,1,1,1
5.55E+15,2021/3/15,1,1,0,0,Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",1.96,0,1,1,1,0,1,4,There are not enough,1,0,1,1,1,1,0,0,0,0
6.04E+15,2021/3/13,1,1,2,5,University or college degree completed,I am unemployed,1.96,1,1,1,1,0,1,5,There are not enough,1,1,1,0,0,0,0,1,1,1
5.85E+15,2021/3/13,0,0,0,5,Secondary school/ high school completed,None of the above,1.96,0,1,0,0,0,1,5,There are not enough,1,0,1,0,0,1,0,0,0,0
5.87E+15,2021/3/13,1,0,2,5,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",1.96,1,1,1,1,0,1,5,There are not enough,1,1,1,0,0,1,0,1,1,1
5.67E+15,2021/9/27,0,1,0,0,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",1.96,1,1,0,0,0,1,1,There are not enough,1,1,1,0,1,1,1,1,0,1
6.53E+15,2021/3/18,0,1,0,1,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",1.96,1,0,0,0,0,0,5,There are not enough,1,0,1,1,0,0,1,1,1,0
5.09E+15,2021/3/14,0,0,0,0,Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",1.96,0,1,0,0,0,1,5,There are not enough,1,0,1,0,1,0,0,1,0,1
4.83E+15,2021/4/2,1,2,1,5,University or college degree completed,I am unemployed,1.96,0,1,0,0,0,1,5,There are not enough,1,1,1,1,0,1,0,1,0,1
5.44E+15,2021/3/13,1,0,0,1,Some secondary school / high school,"I work part-time, either as an employee or self-employed",1.96,0,1,0,0,0,0,5,There are not enough,1,0,1,0,0,0,0,1,0,1
4.63E+15,2021/3/13,1,0,0,1,Secondary school/ high school completed,I am a student,3.04,1,1,1,0,0,1,0,There are not enough,0,0,1,1,1,1,0,1,1,1
6.14E+15,2021/3/15,0,2,0,1,Post-graduate education,"I work part-time, either as an employee or self-employed",3.04,1,0,1,0,0,1,5,There are not enough,1,0,1,0,0,1,0,0,0,1
5.61E+15,2021/3/24,0,1,0,0,University or college degree completed,"I work full-time, either as an employee or self-employed",3.04,0,1,0,0,0,1,5,There are not enough,0,0,0,0,1,1,0,1,0,0
5.74E+15,2021/3/17,1,0,2,1,Secondary school/ high school completed,I am unemployed,3.04,0,0,0,0,0,1,5,There are not enough,1,1,1,0,1,0,0,1,0,0
5.80E+15,2021/3/30,1,1,0,5,Some university or college,"I work full-time, either as an employee or self-employed",3.04,1,1,0,0,0,1,5,There are not enough,1,1,1,1,1,1,0,0,1,1
5.03E+15,2021/3/18,0,0,2,0,Secondary school/ high school completed,I am a student,3.04,0,0,0,0,0,1,5,There are not enough,1,1,1,0,0,0,0,1,1,0
5.18E+15,2021/3/13,0,3,2,1,University or college degree completed,"I work part-time, either as an employee or self-employed",3.04,0,0,0,0,0,1,5,There are not enough,1,0,1,0,0,0,1,0,0,0
4.68E+15,2021/3/25,0,1,1,5,Some technical education (e.g polytechnic school),I am a student and I work part-time,3.04,0,1,0,0,0,1,5,There are not enough,1,1,1,1,0,1,0,1,1,1
4.52E+15,2021/3/13,0,0,1,1,Secondary school/ high school completed,I am a student and I work part-time,3.04,0,1,0,0,0,1,5,There are not enough,1,0,1,1,0,1,0,1,0,1
6.56E+15,2021/3/31,0,1,0,4,University or college degree completed,"I work full-time, either as an employee or self-employed",3.04,1,1,1,1,0,1,5,There are not enough,1,1,1,0,0,1,1,1,1,1
5.06E+15,2021/3/13,0,2,0,5,Technical school diploma or degree completed,I am unemployed,3.04,0,0,0,0,0,1,5,There are not enough,1,0,1,1,1,0,0,0,0,0
5.21E+15,2021/3/14,1,2,1,1,Technical school diploma or degree completed,I am unemployed,1.09,0,1,0,0,0,1,5,There are not enough,1,0,1,1,1,0,0,0,0,0
